Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,755,Research & Development,9,4,3,Male,2,2,Healthcare Representative,2,Single,9,No,19,3,3,0,10,5,3,1,1,0,0
27,No,Travel_Rarely,1469,Research & Development,1,2,4,Male,3,1,Laboratory Technician,2,Divorced,1,No,11,3,2,1,5,2,3,5,2,0,4
28,No,Travel_Rarely,304,Sales,9,4,2,Male,3,2,Sales Executive,4,Single,1,No,16,3,4,0,7,1,3,7,5,0,7
49,No,Travel_Rarely,1261,Research & Development,7,3,2,Male,2,3,Healthcare Representative,3,Single,8,No,24,4,3,0,26,2,3,5,2,0,0
51,No,Travel_Rarely,1178,Sales,14,2,3,Female,3,2,Sales Executive,4,Married,4,No,11,3,3,1,18,2,2,7,7,0,7
36,No,Travel_Rarely,329,Research & Development,2,3,4,Female,3,1,Research Scientist,3,Married,4,No,13,3,2,1,6,3,3,2,2,2,2
34,Yes,Non-Travel,1362,Sales,19,3,1,Male,4,2,Sales Executive,4,Single,8,Yes,13,3,2,0,9,3,2,5,2,0,4
55,No,Travel_Rarely,1311,Research & Development,2,3,3,Female,3,4,Manager,4,Single,2,Yes,13,3,3,0,30,2,3,5,4,1,2
24,No,Travel_Rarely,1371,Sales,10,4,4,Female,3,2,Sales Executive,3,Divorced,1,Yes,12,3,4,1,5,2,4,5,2,0,3
30,No,Travel_Rarely,202,Sales,2,1,3,Male,3,1,Sales Representative,2,Married,1,No,18,3,1,1,1,3,3,1,0,0,0
26,Yes,Travel_Frequently,575,Research & Development,3,1,3,Male,3,1,Research Scientist,1,Single,0,No,22,4,3,0,7,2,3,6,4,0,4
22,No,Travel_Rarely,253,Research & Development,11,3,1,Female,3,1,Research Scientist,2,Married,1,No,13,3,4,1,2,1,3,2,1,1,2
36,No,Travel_Rarely,164,Sales,2,2,2,Male,2,3,Sales Executive,3,Married,1,No,13,3,2,2,10,2,3,10,9,9,0
30,Yes,Travel_Frequently,464,Research & Development,4,3,3,Male,3,1,Research Scientist,4,Single,9,Yes,23,4,3,0,3,4,3,1,0,0,0
37,No,Travel_Rarely,1107,Research & Development,14,3,4,Female,3,1,Laboratory Technician,1,Divorced,1,No,12,3,3,1,18,2,2,18,7,12,17
40,No,Travel_Rarely,759,Sales,2,2,4,Female,3,2,Sales Executive,2,Divorced,7,No,12,3,3,2,8,5,3,5,4,1,3
42,No,Travel_Rarely,201,Research & Development,1,4,2,Female,3,1,Laboratory Technician,1,Divorced,3,No,16,3,2,1,8,5,3,5,2,1,2
37,No,Travel_Rarely,1305,Research & Development,10,4,3,Male,3,2,Manufacturing Director,2,Single,2,Yes,12,3,4,0,18,2,2,1,0,0,1
43,No,Travel_Rarely,982,Research & Development,12,3,1,Male,2,4,Research Director,2,Divorced,1,No,11,3,3,1,25,3,3,25,10,3,9
40,No,Travel_Rarely,555,Research & Development,2,3,2,Female,2,2,Laboratory Technician,3,Married,6,No,22,4,2,1,20,3,3,1,0,0,0
54,No,Travel_Rarely,821,Research & Development,5,2,1,Male,3,5,Research Director,1,Married,4,No,11,3,3,1,24,4,2,4,2,1,2
34,No,Non-Travel,1381,Sales,4,4,3,Female,3,2,Sales Executive,3,Married,9,No,15,3,1,1,6,3,3,3,2,1,2
31,No,Travel_Rarely,480,Research & Development,7,2,2,Female,3,2,Manufacturing Director,1,Married,1,No,12,3,2,1,13,5,1,13,10,3,12
43,No,Travel_Frequently,313,Research & Development,21,3,4,Male,3,1,Laboratory Technician,4,Married,7,No,20,4,1,1,8,1,3,3,2,1,2
43,No,Travel_Rarely,1473,Research & Development,8,4,3,Female,3,2,Healthcare Representative,3,Divorced,4,Yes,14,3,4,0,8,3,3,5,2,0,2
25,No,Travel_Rarely,891,Sales,4,2,2,Female,2,2,Sales Executive,4,Single,1,Yes,11,3,2,0,5,3,3,5,4,1,3
37,No,Non-Travel,1063,Research & Development,25,5,2,Female,3,2,Research Scientist,3,Married,3,Yes,15,3,1,2,15,2,3,13,11,10,7
31,No,Travel_Rarely,329,Research & Development,1,2,4,Male,2,1,Laboratory Technician,1,Married,1,No,12,3,3,1,4,3,3,4,2,3,2
39,No,Travel_Frequently,1218,Research & Development,1,1,2,Male,3,5,Manager,3,Divorced,1,Yes,14,3,3,1,21,3,3,21,8,1,6
56,No,Travel_Frequently,906,Sales,6,3,3,Female,4,4,Sales Executive,1,Married,9,No,11,3,4,3,36,0,2,7,7,7,7
30,No,Travel_Rarely,1082,Sales,12,3,2,Female,3,2,Sales Executive,3,Single,0,No,11,3,2,0,6,6,3,5,4,4,4
41,No,Travel_Rarely,645,Sales,1,3,2,Male,4,3,Sales Executive,1,Married,1,No,16,3,3,1,10,2,3,10,7,0,7
28,No,Travel_Rarely,1300,Research & Development,17,2,3,Male,3,2,Laboratory Technician,1,Divorced,1,No,12,3,4,1,10,2,3,10,0,1,8
25,Yes,Travel_Rarely,688,Research & Development,3,3,1,Male,3,1,Laboratory Technician,1,Married,5,No,13,3,3,1,6,5,3,2,2,0,2
52,No,Travel_Rarely,319,Research & Development,3,3,4,Male,2,3,Manufacturing Director,3,Married,2,Yes,14,3,3,0,28,4,3,5,4,0,4
45,No,Travel_Rarely,192,Research & Development,10,2,1,Male,3,1,Research Scientist,4,Married,3,No,21,4,4,2,8,3,2,2,2,0,2
52,No,Travel_Rarely,1490,Research & Development,4,2,4,Female,3,4,Manager,4,Married,2,No,13,3,4,0,31,2,1,5,2,1,4
42,No,Travel_Frequently,532,Research & Development,29,2,1,Female,3,2,Research Scientist,3,Divorced,2,No,11,3,2,1,19,3,3,5,4,0,2
30,No,Travel_Rarely,317,Research & Development,2,3,3,Female,1,2,Manufacturing Director,4,Single,2,No,20,4,3,0,11,2,3,5,4,0,2
60,No,Travel_Rarely,422,Research & Development,7,3,1,Female,3,5,Manager,1,Married,5,No,11,3,4,0,33,5,1,29,8,11,10
46,No,Travel_Rarely,1485,Research & Development,18,3,3,Female,3,2,Manufacturing Director,3,Divorced,2,No,14,3,3,1,19,5,2,10,7,0,8
42,No,Travel_Frequently,1368,Research & Development,28,4,4,Female,2,2,Healthcare Representative,4,Married,0,No,11,3,4,3,7,4,4,6,5,0,4
24,Yes,Travel_Rarely,1448,Sales,1,1,1,Female,3,1,Sales Representative,2,Single,1,Yes,16,3,2,0,6,4,3,5,3,1,4
34,Yes,Travel_Frequently,296,Sales,6,2,4,Female,1,1,Sales Representative,3,Divorced,0,No,16,3,4,1,3,3,2,2,2,1,0
38,No,Travel_Frequently,1490,Research & Development,2,2,4,Male,3,1,Laboratory Technician,4,Married,1,Yes,23,4,3,1,1,3,3,1,0,0,0
40,No,Travel_Rarely,1398,Sales,2,4,3,Female,3,5,Manager,3,Married,0,No,14,3,4,0,21,2,3,20,15,1,12
26,No,Travel_Rarely,1349,Research & Development,23,3,1,Female,3,1,Research Scientist,4,Divorced,1,No,22,4,2,2,3,3,1,3,2,0,2
30,No,Non-Travel,1400,Research & Development,3,3,3,Male,3,1,Laboratory Technician,4,Married,4,No,15,3,3,1,9,3,1,5,3,1,4
29,No,Travel_Rarely,986,Research & Development,3,4,2,Male,2,3,Research Director,3,Married,1,No,18,3,3,0,10,2,3,10,2,0,7
29,Yes,Travel_Rarely,408,Research & Development,25,5,3,Female,2,1,Research Scientist,2,Married,5,No,16,3,2,0,6,2,4,2,2,1,1
19,Yes,Travel_Rarely,489,Human Resources,2,2,1,Male,2,1,Human Resources,4,Single,1,No,12,3,3,0,1,3,4,1,0,0,0
30,No,Non-Travel,1398,Sales,22,4,3,Female,3,3,Sales Executive,1,Married,0,No,11,3,3,0,10,3,3,9,8,7,8
57,No,Travel_Rarely,210,Sales,29,3,1,Male,2,4,Manager,4,Divorced,3,No,12,3,3,1,32,3,2,1,0,0,0
50,No,Travel_Rarely,1099,Research & Development,29,4,2,Male,2,4,Manager,3,Married,0,No,15,3,2,1,28,2,3,27,10,15,7
30,No,Non-Travel,1116,Research & Development,2,3,3,Female,3,1,Laboratory Technician,4,Single,0,No,14,3,3,0,12,2,2,11,7,6,7
60,No,Travel_Frequently,1499,Sales,28,3,3,Female,2,3,Sales Executive,1,Married,4,No,19,3,4,0,22,5,4,18,13,13,11
47,No,Travel_Rarely,983,Research & Development,2,2,1,Female,3,2,Manufacturing Director,4,Divorced,5,No,13,3,3,3,20,2,3,5,0,0,4
46,No,Travel_Rarely,1009,Research & Development,2,3,1,Male,3,4,Research Director,3,Married,6,No,13,3,3,0,26,2,1,3,2,0,1
35,No,Travel_Rarely,144,Research & Development,22,3,4,Male,1,1,Laboratory Technician,3,Single,0,No,15,3,3,0,6,2,3,5,4,4,3
54,No,Travel_Rarely,548,Research & Development,8,4,3,Female,3,2,Laboratory Technician,3,Single,7,No,11,3,3,0,19,3,3,1,0,0,0
34,No,Travel_Rarely,1303,Research & Development,2,4,4,Male,2,1,Research Scientist,3,Divorced,3,No,12,3,3,1,14,3,3,7,3,5,7
46,No,Travel_Rarely,1125,Sales,10,3,3,Female,2,3,Sales Executive,4,Married,2,Yes,19,3,3,1,15,3,3,3,2,1,2
31,No,Travel_Rarely,1274,Research & Development,9,1,3,Male,3,3,Manufacturing Director,2,Divorced,1,No,25,4,4,1,13,6,4,13,8,0,8
33,Yes,Travel_Rarely,1277,Research & Development,15,1,2,Male,3,3,Manager,3,Married,7,Yes,12,3,4,0,15,2,4,7,6,7,7
33,Yes,Travel_Rarely,587,Research & Development,10,1,1,Male,1,1,Laboratory Technician,4,Divorced,7,No,13,3,1,3,8,2,3,4,3,1,3
30,No,Travel_Rarely,413,Sales,7,1,4,Male,3,1,Sales Representative,2,Single,0,No,14,3,1,0,4,3,3,3,2,1,2
35,No,Travel_Rarely,1276,Research & Development,16,3,4,Male,3,3,Healthcare Representative,3,Married,4,Yes,12,3,3,0,10,2,3,8,7,0,0
31,Yes,Travel_Frequently,534,Research & Development,20,3,1,Male,3,3,Healthcare Representative,3,Married,3,No,12,3,1,0,12,2,3,1,0,0,0
34,Yes,Travel_Frequently,988,Human Resources,23,3,2,Female,3,3,Human Resources,1,Divorced,9,Yes,15,3,3,3,11,2,3,3,2,0,2
42,No,Travel_Frequently,1474,Research & Development,5,2,2,Male,3,1,Laboratory Technician,3,Married,4,No,17,3,4,1,8,4,3,2,2,2,0
36,No,Non-Travel,635,Sales,10,4,2,Male,3,3,Sales Executive,4,Single,1,No,14,3,4,0,10,3,2,10,3,9,7
22,Yes,Travel_Frequently,1368,Research & Development,4,1,3,Male,2,1,Laboratory Technician,3,Single,5,No,16,3,3,0,4,3,3,2,2,1,2
48,No,Travel_Rarely,163,Sales,2,5,2,Female,3,2,Sales Executive,4,Married,2,No,14,3,1,1,14,2,3,9,7,6,7
55,No,Travel_Rarely,1117,Sales,18,5,1,Female,3,4,Manager,2,Single,3,No,23,4,4,0,37,2,3,10,9,7,7
41,No,Non-Travel,267,Sales,10,2,4,Male,3,2,Sales Executive,4,Single,7,No,14,3,4,0,16,3,3,14,3,1,10
35,No,Travel_Rarely,619,Sales,1,3,2,Male,3,2,Sales Executive,3,Married,9,No,11,3,3,0,15,2,3,11,9,6,9
40,No,Travel_Rarely,302,Research & Development,6,3,2,Female,3,4,Manufacturing Director,3,Single,7,No,15,3,3,0,22,3,3,20,6,5,13
39,No,Travel_Frequently,443,Research & Development,8,1,3,Female,3,1,Laboratory Technician,3,Married,1,No,11,3,1,1,8,3,3,8,3,0,7
31,No,Travel_Rarely,828,Sales,2,1,2,Male,3,2,Sales Executive,4,Single,4,Yes,13,3,3,0,10,2,4,6,5,0,5
42,No,Travel_Rarely,319,Research & Development,24,3,4,Male,3,3,Manufacturing Director,1,Married,1,Yes,21,4,4,1,10,5,2,10,9,5,8
45,No,Travel_Rarely,561,Sales,2,3,4,Male,3,2,Sales Executive,2,Married,0,No,19,3,2,1,9,3,4,8,7,3,7
26,Yes,Travel_Frequently,426,Human Resources,17,4,2,Female,3,1,Human Resources,3,Divorced,0,Yes,11,3,2,1,8,2,2,7,7,1,0
29,No,Travel_Rarely,232,Research & Development,19,3,4,Male,3,2,Manufacturing Director,4,Divorced,4,No,12,3,2,2,8,2,4,3,2,1,2
33,No,Travel_Rarely,922,Research & Development,1,5,1,Female,4,4,Research Director,3,Divorced,4,No,19,3,3,1,10,2,3,6,1,0,5
31,No,Travel_Rarely,688,Sales,7,3,3,Male,2,3,Manager,4,Divorced,9,No,21,4,3,1,10,3,2,5,4,0,1
18,Yes,Travel_Frequently,1306,Sales,5,3,2,Male,3,1,Sales Representative,2,Single,1,Yes,14,3,4,0,0,3,3,0,0,0,0
40,No,Non-Travel,1094,Sales,28,3,3,Male,1,3,Sales Executive,1,Divorced,3,No,15,3,3,1,20,2,3,1,0,0,1
41,No,Non-Travel,509,Research & Development,2,4,1,Female,2,2,Healthcare Representative,3,Single,2,Yes,17,3,1,0,10,3,3,8,7,0,7
26,No,Travel_Rarely,775,Sales,29,2,1,Male,3,2,Sales Executive,3,Divorced,5,No,12,3,1,2,8,5,3,0,0,0,0
35,No,Travel_Rarely,195,Sales,1,3,1,Female,3,2,Sales Executive,3,Single,1,No,16,3,4,0,5,3,3,5,4,0,3
34,No,Travel_Rarely,258,Sales,21,4,4,Male,4,2,Sales Executive,4,Single,1,No,12,3,4,0,10,3,3,10,7,5,7
26,Yes,Travel_Rarely,471,Research & Development,24,3,3,Male,1,1,Laboratory Technician,4,Single,1,Yes,18,3,2,0,1,3,1,1,0,0,0
37,No,Travel_Rarely,799,Research & Development,1,3,2,Female,3,3,Manufacturing Director,4,Single,4,No,17,3,4,0,12,3,4,6,5,1,2
46,No,Travel_Frequently,1034,Research & Development,18,1,1,Female,3,3,Healthcare Representative,3,Married,5,No,11,3,4,0,28,3,2,2,2,1,2
41,No,Travel_Rarely,1276,Sales,2,5,2,Female,3,4,Manager,1,Married,7,No,16,3,2,1,22,2,3,18,16,11,8
37,No,Non-Travel,142,Sales,9,4,1,Male,3,3,Sales Executive,2,Divorced,1,No,13,3,4,1,9,6,3,9,5,7,7
52,No,Travel_Rarely,956,Research & Development,6,2,4,Male,3,2,Research Scientist,1,Divorced,3,Yes,12,3,2,2,18,3,3,10,9,6,9
32,Yes,Non-Travel,1474,Sales,11,4,4,Male,4,2,Sales Executive,3,Married,8,No,12,3,4,0,6,2,3,4,2,1,2
24,No,Travel_Frequently,535,Sales,24,3,4,Male,3,1,Sales Representative,4,Married,0,No,13,3,3,2,3,3,3,2,2,2,1
38,No,Travel_Rarely,1495,Research & Development,10,3,3,Female,3,2,Healthcare Representative,3,Married,3,No,19,3,3,1,18,4,3,1,0,0,0
37,No,Travel_Rarely,446,Research & Development,1,4,2,Female,3,2,Manufacturing Director,2,Married,6,No,12,3,2,1,8,2,2,6,5,4,3
49,No,Travel_Rarely,1245,Research & Development,18,4,4,Male,2,5,Research Director,3,Divorced,1,Yes,17,3,3,1,31,5,3,31,9,0,9
24,No,Travel_Rarely,691,Research & Development,23,3,2,Male,4,1,Research Scientist,4,Married,1,Yes,11,3,2,2,6,3,3,6,5,1,4
26,No,Travel_Rarely,703,Sales,28,2,1,Male,3,2,Sales Executive,2,Married,1,No,20,4,4,2,6,5,4,5,3,1,4
24,No,Travel_Rarely,823,Research & Development,17,2,4,Male,2,1,Laboratory Technician,2,Married,1,No,21,4,4,1,1,2,3,1,0,0,0
50,No,Travel_Frequently,1246,Human Resources,3,3,1,Male,3,5,Manager,2,Married,1,No,11,3,3,1,32,2,3,32,5,10,7
25,No,Travel_Rarely,622,Sales,13,1,2,Male,3,1,Sales Representative,3,Married,1,No,11,3,3,0,7,1,3,7,4,0,6
24,Yes,Travel_Frequently,1287,Research & Development,7,3,1,Female,3,1,Laboratory Technician,3,Married,1,Yes,16,3,4,1,6,4,3,6,3,1,2
30,Yes,Travel_Frequently,448,Sales,12,4,2,Male,2,1,Sales Representative,1,Married,1,No,18,3,3,1,1,2,4,1,0,0,0
34,No,Travel_Rarely,254,Research & Development,1,2,2,Male,2,1,Research Scientist,4,Married,1,Yes,13,3,4,1,6,3,3,6,5,1,3
31,Yes,Travel_Rarely,1365,Sales,13,4,2,Male,3,2,Sales Executive,1,Divorced,2,No,17,3,3,0,9,2,1,3,1,1,2
35,No,Travel_Rarely,538,Research & Development,25,2,1,Male,2,2,Laboratory Technician,4,Single,4,No,14,3,4,0,9,3,3,3,2,0,2
31,No,Travel_Rarely,525,Sales,6,4,1,Male,4,2,Sales Executive,4,Divorced,4,No,22,4,4,2,13,4,4,7,7,5,7
27,No,Travel_Rarely,798,Research & Development,6,4,1,Female,2,1,Research Scientist,3,Divorced,0,No,12,3,3,2,6,5,2,5,3,0,3
37,No,Travel_Rarely,558,Sales,2,3,4,Male,3,2,Sales Executive,3,Married,4,Yes,11,3,3,1,17,3,2,3,0,1,0
20,No,Travel_Rarely,959,Research & Development,1,3,4,Female,2,1,Research Scientist,2,Single,1,No,13,3,4,0,1,0,4,1,0,0,0
42,No,Travel_Rarely,622,Research & Development,2,4,3,Female,3,2,Healthcare Representative,4,Married,1,No,13,3,2,2,10,4,3,10,2,2,2
43,No,Travel_Rarely,782,Research & Development,6,4,2,Male,2,4,Research Director,4,Divorced,4,Yes,14,3,3,1,21,3,2,1,0,0,0
38,No,Travel_Rarely,362,Research & Development,1,1,3,Female,3,1,Research Scientist,1,Single,3,No,17,3,4,0,8,3,2,0,0,0,0
43,No,Travel_Frequently,1001,Research & Development,9,5,4,Male,3,2,Laboratory Technician,3,Divorced,3,Yes,13,3,2,1,10,3,3,8,7,4,7
48,No,Travel_Rarely,1236,Research & Development,1,4,4,Female,2,4,Manager,1,Married,7,No,11,3,1,1,21,3,1,3,2,0,2
44,No,Travel_Rarely,1112,Human Resources,1,4,1,Female,2,2,Human Resources,3,Single,4,No,11,3,2,0,10,1,4,2,2,0,2
34,No,Travel_Rarely,204,Sales,14,3,3,Female,3,1,Sales Representative,3,Divorced,1,Yes,18,3,4,2,8,3,3,8,2,0,6
27,Yes,Travel_Rarely,1420,Sales,2,1,3,Male,3,1,Sales Representative,1,Divorced,0,No,11,3,2,1,5,3,3,4,3,0,2
21,No,Travel_Rarely,1343,Sales,22,1,3,Male,3,1,Sales Representative,3,Single,1,No,11,3,3,0,3,2,3,3,2,1,2
44,No,Travel_Rarely,1315,Research & Development,3,4,4,Male,3,5,Manager,4,Married,4,Yes,12,3,1,1,26,2,4,2,2,0,1
22,No,Travel_Rarely,604,Research & Development,6,1,1,Male,3,1,Research Scientist,3,Married,0,No,20,4,4,0,3,3,3,2,2,2,2
33,No,Travel_Rarely,1216,Sales,8,4,3,Male,3,2,Sales Executive,3,Divorced,0,No,12,3,4,0,6,3,3,5,0,1,2
32,No,Travel_Rarely,646,Research & Development,9,4,1,Female,3,2,Research Scientist,4,Married,1,Yes,12,3,4,1,6,2,2,6,4,0,5
30,No,Travel_Frequently,160,Research & Development,3,3,3,Female,3,1,Research Scientist,3,Divorced,1,No,20,4,3,1,1,2,3,1,0,0,0
53,No,Travel_Rarely,238,Sales,1,1,4,Female,3,2,Sales Executive,1,Single,7,No,20,4,4,0,18,2,4,14,7,8,10
34,No,Travel_Rarely,1397,Research & Development,1,5,2,Male,3,1,Research Scientist,4,Married,1,No,12,3,4,1,10,4,2,10,9,8,8
45,Yes,Travel_Frequently,306,Sales,26,4,1,Female,3,2,Sales Executive,1,Married,2,No,14,3,4,2,5,4,3,1,1,0,0
26,No,Travel_Rarely,991,Research & Development,6,3,3,Female,3,1,Laboratory Technician,4,Married,1,Yes,13,3,3,1,3,2,3,3,2,0,2
37,No,Travel_Rarely,482,Research & Development,3,3,3,Male,3,3,Manufacturing Director,3,Married,1,No,15,3,3,1,10,2,3,10,7,7,8
29,No,Travel_Rarely,1176,Sales,3,2,2,Female,3,2,Sales Executive,3,Married,1,No,14,3,1,1,6,5,2,6,0,1,2
35,No,Travel_Rarely,1017,Research & Development,6,4,2,Male,1,2,Research Scientist,4,Single,1,No,13,3,2,0,17,3,3,17,11,11,8
33,No,Travel_Frequently,1296,Research & Development,6,3,3,Male,3,2,Healthcare Representative,4,Divorced,3,No,23,4,3,1,15,2,1,13,11,4,7
54,No,Travel_Rarely,397,Human Resources,19,4,3,Male,3,3,Human Resources,2,Married,2,No,15,3,3,1,16,1,4,9,7,7,1
36,No,Travel_Rarely,913,Research & Development,9,2,2,Male,2,2,Manufacturing Director,2,Divorced,2,Yes,11,3,3,1,13,2,3,3,2,0,2
27,No,Travel_Rarely,1115,Research & Development,3,4,1,Male,2,1,Research Scientist,4,Single,0,No,13,3,4,0,5,0,3,4,2,1,1
20,Yes,Travel_Rarely,1362,Research & Development,10,1,4,Male,3,1,Research Scientist,3,Single,1,Yes,11,3,4,0,1,5,3,1,0,1,1
33,Yes,Travel_Frequently,1076,Research & Development,3,3,1,Male,3,1,Research Scientist,1,Single,1,Yes,11,3,1,0,10,3,3,10,8,9,7
35,No,Non-Travel,727,Research & Development,3,3,3,Male,2,1,Laboratory Technician,3,Married,1,No,18,3,3,2,1,3,3,1,0,0,0
23,No,Travel_Rarely,885,Research & Development,4,3,1,Male,4,1,Research Scientist,1,Married,2,No,16,3,1,1,5,3,4,3,2,0,2
25,No,Travel_Rarely,810,Sales,8,3,4,Male,4,2,Sales Executive,2,Married,0,No,22,4,3,1,4,4,3,3,2,1,2
38,No,Travel_Rarely,243,Sales,7,4,4,Female,2,2,Sales Executive,4,Single,0,No,20,4,1,0,8,2,3,7,7,0,5
29,No,Travel_Frequently,806,Research & Development,1,4,2,Male,1,1,Research Scientist,4,Divorced,1,No,18,3,4,1,10,5,3,10,7,2,8
48,No,Travel_Rarely,817,Sales,2,1,2,Male,4,2,Sales Executive,2,Married,3,No,12,3,4,0,12,3,3,2,2,2,2
27,No,Travel_Frequently,1410,Sales,3,1,4,Female,4,2,Sales Executive,4,Divorced,1,Yes,20,4,2,2,6,3,3,6,5,0,4
37,No,Travel_Rarely,1225,Research & Development,10,2,4,Male,4,1,Research Scientist,4,Single,3,No,17,3,1,0,4,2,3,1,0,0,0
50,No,Travel_Rarely,1207,Research & Development,28,1,4,Male,4,1,Laboratory Technician,3,Married,1,Yes,11,3,3,3,20,3,3,20,8,3,8
34,No,Travel_Rarely,1442,Research & Development,9,3,4,Female,2,3,Healthcare Representative,2,Single,1,No,14,3,2,0,9,3,4,8,7,7,7
24,Yes,Travel_Rarely,693,Sales,3,2,1,Female,3,2,Sales Executive,3,Single,9,No,14,3,1,0,4,3,3,2,2,2,0
39,No,Travel_Rarely,408,Research & Development,2,4,4,Female,2,2,Healthcare Representative,3,Single,1,No,11,3,1,0,20,4,3,20,7,11,10
32,No,Travel_Rarely,929,Sales,10,3,4,Male,3,2,Sales Executive,4,Single,1,No,12,3,4,0,10,2,2,10,7,0,8
50,Yes,Travel_Frequently,562,Sales,8,2,2,Male,3,2,Sales Executive,3,Married,3,Yes,14,3,1,1,18,4,3,4,3,1,3
38,No,Travel_Rarely,827,Research & Development,1,4,2,Female,4,2,Healthcare Representative,4,Single,0,No,13,3,3,0,10,4,2,9,7,1,8
27,No,Travel_Rarely,608,Research & Development,1,2,3,Female,3,3,Manufacturing Director,1,Married,1,No,11,3,4,0,9,3,3,9,7,0,7
32,No,Travel_Rarely,1018,Research & Development,3,2,3,Female,3,3,Research Director,4,Single,3,No,15,3,4,0,10,6,3,7,7,7,7
47,No,Travel_Rarely,703,Sales,14,4,4,Male,3,2,Sales Executive,1,Single,2,No,12,3,4,0,20,2,3,7,7,1,7
40,No,Travel_Frequently,580,Sales,5,4,4,Male,2,3,Sales Executive,1,Married,5,Yes,21,4,3,1,20,2,3,18,13,1,12
53,No,Travel_Rarely,970,Research & Development,7,3,3,Male,4,4,Research Director,3,Married,3,No,19,3,3,0,32,3,3,5,1,1,3
41,No,Travel_Rarely,427,Human Resources,10,4,2,Male,2,5,Manager,4,Divorced,3,No,15,3,2,3,23,2,2,21,6,12,6
60,No,Travel_Rarely,1179,Sales,16,4,1,Male,3,2,Sales Executive,1,Single,8,No,14,3,4,0,10,1,3,2,2,2,2
27,No,Travel_Frequently,294,Research & Development,10,2,4,Male,3,3,Manufacturing Director,1,Divorced,1,No,21,4,3,2,9,4,2,9,7,1,7
41,No,Travel_Rarely,314,Human Resources,1,3,4,Male,2,5,Manager,3,Married,1,No,12,3,2,1,22,3,3,22,7,2,10
50,No,Travel_Rarely,316,Sales,8,4,4,Male,3,1,Sales Representative,2,Married,7,No,15,3,4,1,4,2,3,2,2,2,2
28,Yes,Travel_Rarely,654,Research & Development,1,2,1,Female,1,1,Research Scientist,2,Single,7,Yes,13,3,4,0,10,4,3,7,7,3,7
36,No,Non-Travel,427,Research & Development,8,3,1,Female,4,3,Research Director,1,Married,9,No,14,3,1,1,10,2,3,8,7,0,5
38,No,Travel_Rarely,168,Research & Development,1,3,3,Female,3,3,Manufacturing Director,3,Single,4,Yes,14,3,4,0,10,4,4,1,0,0,0
44,No,Non-Travel,381,Research & Development,24,3,1,Male,1,1,Laboratory Technician,3,Single,2,No,14,3,3,0,9,5,3,5,2,1,4
47,No,Travel_Frequently,217,Sales,3,3,4,Female,3,4,Sales Executive,3,Divorced,9,Yes,12,3,4,2,28,2,2,22,2,11,13
30,No,Travel_Rarely,501,Sales,27,5,3,Male,3,2,Sales Executive,4,Divorced,7,No,23,4,4,1,10,2,2,8,7,7,7
29,No,Travel_Rarely,1396,Sales,10,3,3,Male,3,1,Sales Representative,3,Single,1,No,11,3,3,0,1,6,3,1,0,0,0
42,Yes,Travel_Frequently,933,Research & Development,19,3,3,Male,4,1,Research Scientist,3,Divorced,6,Yes,12,3,4,0,7,2,3,2,2,2,2
43,No,Travel_Frequently,775,Sales,15,3,4,Male,2,2,Sales Executive,4,Married,3,No,18,3,3,1,7,5,3,2,2,2,2
34,No,Travel_Rarely,970,Research & Development,8,2,2,Female,3,2,Healthcare Representative,3,Single,3,No,11,3,4,0,10,2,3,5,1,4,3
23,No,Travel_Rarely,650,Research & Development,9,1,2,Male,3,1,Laboratory Technician,1,Married,1,No,14,3,4,1,5,2,4,4,3,0,2
39,No,Travel_Rarely,141,Human Resources,3,3,3,Female,4,2,Human Resources,2,Married,9,No,15,3,3,1,12,3,1,8,3,3,6
56,No,Travel_Rarely,832,Research & Development,9,3,3,Male,3,4,Healthcare Representative,4,Married,7,No,11,3,3,0,30,1,2,10,7,1,1
40,No,Travel_Rarely,804,Research & Development,2,1,4,Female,2,1,Research Scientist,4,Single,0,Yes,20,4,4,0,5,2,2,4,2,2,3
27,No,Travel_Rarely,975,Research & Development,7,3,4,Female,2,2,Healthcare Representative,1,Single,8,No,19,3,1,0,9,2,1,7,6,0,7
29,No,Travel_Rarely,1090,Sales,10,3,4,Male,3,1,Sales Representative,2,Divorced,1,No,14,3,4,2,2,2,3,2,2,2,2
53,No,Travel_Rarely,346,Research & Development,6,3,4,Male,3,2,Laboratory Technician,4,Single,2,No,17,3,4,0,19,4,3,2,2,2,2
35,No,Non-Travel,1225,Research & Development,2,4,4,Female,3,2,Healthcare Representative,1,Divorced,2,No,11,3,1,1,16,2,4,1,0,0,0
32,No,Travel_Frequently,430,Research & Development,24,4,1,Male,3,2,Laboratory Technician,4,Married,1,No,15,3,4,2,10,2,3,10,8,4,7
38,No,Travel_Rarely,268,Research & Development,2,5,4,Male,3,1,Research Scientist,3,Married,6,Yes,13,3,2,1,6,0,1,1,0,0,1
